Position X [mm],Radius Y [mm],Channel Width [mm],Channel Height [mm],Rib Width [mm],Helix Angle [deg],Mach Number,T_Gas_Recovery [K],h_Gas [W/m2K],T_Wall_Hot [K],T_Wall_Cold [K],T_Coolant [K],P_Coolant [bar],Density_Coolant [kg/m3],Velocity_Coolant [m/s],Quality_Coolant,Heat_Flux [MW/m2]
-133.73726584434235,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,602.7614222420365,498.9079684718766,337.3954099538358,75.9510795963432,179.9638553484702,28.476920901961872,999.0,3.1156036131047964
-132.48916866409218,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,601.4358714447884,497.52778148162486,336.8481900974858,75.9510795963432,181.29360283869906,28.2680491408743,999.0,3.1172426988949073
-131.241071483842,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,600.0974518392021,496.1341952599854,336.30710229296255,76.01272250409033,182.6403672719285,28.059604514155883,999.0,3.118897697376502
-129.99297430359184,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,598.7460064761835,494.727046388779,335.77221703919764,76.07391089001604,184.0044468883225,27.851590331840676,999.0,3.1205688026221354
-128.74487712334167,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,597.3813844435579,493.3061777355739,335.2436041149428,76.1346456940924,185.3861449156487,27.644010162152632,999.0,3.12225620123952
-127.4967799430915,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,596.0034415256822,491.87143914048585,334.72133249431914,76.19492786407031,186.78576960363094,27.43686783444809,999.0,3.1239600715558904
-126.24868276284134,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,594.6120408965199,490.4226881378198,334.2054702595724,76.25475835604868,188.20363425451427,27.23016744214422,999.0,3.125680582761003
-125.00058558259117,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,593.2070538466996,488.9597907130965,333.69608451104455,76.31413813505009,189.64005724948865,27.02391334563,999.0,3.1274178940080946
-123.752488402341,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,591.7883605449952,487.4826220959187,333.1932412743916,76.37306817560278,191.09536207058622,26.81811017515697,999.0,3.1291721534722936
-122.50439122209083,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,590.3558508345398,485.99106758900393,332.6970054050713,76.43154946232896,192.56987731764977,26.612762833706103,999.0,3.130943497366075
-121.25629404184066,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,588.9094250639753,484.4850234335913,332.2074404901436,76.4895829905393,194.0639367199424,26.407876499827065,999.0,3.132732048911519
-120.00819686159049,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,587.4489949535835,482.96439771127314,331.7246087474232,76.54716976683376,195.57787914194105,26.203456630446162,999.0,3.134537917269309
-118.76009968134032,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,585.9744844963091,481.4291112821561,331.24857092204144,76.60431080970827,197.11204858283676,25.999508963637897,999.0,3.136361196424589
-117.51200250109015,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,584.4858308934058,479.8790987590721,330.7793861804735,76.66100715016776,198.66679416923196,25.79603952135544,999.0,3.1382019640300114
-116.26390532083998,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,582.9829855242621,478.3143095173784,330.3171120021015,76.717259832345,200.2424701404999,25.59305461211436,999.0,3.1400602802065105
-115.01580814058983,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,581.4659149497658,476.73470873967864,329.86180406838986,76.77306991412514,201.8394358262479,25.390560833623002,999.0,3.1419361863026136
-113.76771096033966,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,579.9346019483554,475.14027849457773,329.41351614975673,76.82843846777635,203.45805561529548,25.188565075352184,999.0,3.1438297036133296
-112.51961378008949,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,578.3890465836868,473.5310188483552,328.9722999902394,76.88336658058569,205.09869891555113,24.98707452103645,999.0,3.1457408320599476
-111.27151659983932,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,576.8292673026004,471.9069490081884,328.5382051900537,76.93785535550062,206.7617401041494,24.786096651097232,999.0,3.1476695488323605
-110.02341941958915,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,575.255302061834,470.2681084953055,328.11127908616487,76.9919059117758,208.4475584671808,24.58563924497765,999.0,3.149615806995854
-108.77532223933898,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,573.667209481652,468.61455834616527,327.6915666309913,77.04551938562498,210.15653812832906,24.385710383376693,999.0,3.151579534064602
-107.5272250590888,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,572.065070024312,466.9463823394967,327.2791102693794,77.09869693087762,211.88906796569526,24.18631845037045,999.0,3.15356063054446
-106.27912787883864,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,570.4489871949872,465.2636882467211,326.87394981399416,77.15143971964031,213.6455415160871,23.98747213540426,999.0,3.1555589684479846
-105.03103069858847,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,568.8190887625003,463.5666091030018,326.4761223192861,77.20374894296249,215.42635686601346,23.789180435140178,999.0,3.1575743897849557
-103.7829335183383,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,567.1755279969248,461.8553044958566,326.0856619542065,77.25562581150614,217.2319165286274,23.591452655140255,999.0,3.1596067050320444
-102.53483633808813,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,565.5184849208276,460.12996186797386,325.70259987385805,77.30707155621917,219.0626273058341,23.394298411365803,999.0,3.1616556915856124
-101.28673915783796,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,563.8481675706391,458.390797830573,325.32696409028017,77.35808742901214,220.91890013478718,23.197727631469,999.0,3.1637210922019845
-100.03864197758779,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,562.1648132643627,456.6380594833663,324.9587793425891,77.40867470343774,222.80114991798197,23.00175055585239,999.0,3.1658026134298907
-98.79054479733762,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,560.4686898715678,454.87202573689865,324.5980669667048,77.45883467537254,224.70979533616978,22.80637773846787,999.0,3.1678999240400736
-97.54244761708745,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,558.7600970813612,453.09300863278105,324.2448447649191,77.50856866370064,226.6452586433142,22.61162004732575,999.0,3.1700126534574045
-96.29435043683729,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,557.0393676638051,451.30135465710174,323.89912687557796,77.55787801099822,228.60796544283798,22.417488664680505,999.0,3.172140390201102
-95.04625325658712,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,555.306868720033,449.49744604206904,323.56092364316953,77.60676408421871,230.59834444442566,22.22399508685795,999.0,3.174282680338918
-93.79815607633695,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,553.5630029161656,447.6817020507867,323.2302414891381,77.65522827537747,232.6168272006858,22.031151123685277,999.0,3.176439025961366
-92.55005889608678,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,551.8082096959672,445.8545802398928,322.9070827837618,77.70327200223521,234.6638478230106,21.838968897483344,999.0,3.178608883682233
-91.30196171583661,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,550.0429664671074,444.0165776947165,322.5914457194635,77.75089670897931,236.73984267603285,21.647460841576887,999.0,3.1807916631717252
-90.05386453558646,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,548.2677897558293,442.1682322315397,322.28332418594897,77.79810386690188,238.84525005013492,21.456639698276465,999.0,3.182986725728688
-88.80576735533629,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,546.4832363248298,440.3101235615528,321.98270764759513,77.84489497507332,240.9805098115422,21.26651851628306,999.0,3.1851933828983094
-87.55767017508612,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,544.6899042492081,438.4428744111523,321.68958102354503,77.89127156101036,243.1460630296223,21.07711064746354,999.0,3.1874108951416753
-86.30957299483595,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,542.8884339458218,436.56715159372385,321.40392457083027,77.93723518133703,245.34235158050782,20.8884297429945,999.0,3.1896384705629393
-85.06147581458578,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,541.0795091489324,434.68366702550225,321.12571377199805,77.98278742243723,247.56981773029085,20.700489748526635,999.0,3.191875263702905
-83.8133786343356,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,539.263857832754,432.79317868614515,320.85491922551483,78.02792990109674,249.8289036896083,20.513304899010617,999.0,3.1941203743982647
-82.56528145408544,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,537.4422530696389,430.8964915122914,320.5915065424593,78.072664265134,252.1200511500939,20.32688971223297,999.0,3.1963728467204255
-81.31718427383527,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,535.6155138245794,428.9944582248099,320.3354362480352,78.11699219401676,254.44370079549915,20.141258981645603,999.0,3.1986316679930846
-80.0690870935851,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,533.7845056801885,427.087980083663,320.08666368938054,78.16091539946322,256.8002917907711,19.956427768181644,999.0,3.2008957678957657
-78.82098991333493,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,531.950141488766,425.17800756684875,319.84513895025134,78.20443562602516,259.1902612492363,19.772411391037917,999.0,3.203164017657518
-77.57289273308476,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,530.1133819479429,423.2655409697724,319.6108067733233,78.24755465165113,261.614043678703,19.589225417365025,999.0,3.205435229345115
-76.32479555283459,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,528.2752360965513,421.35163092155483,319.38360649089634,78.29027428822711,264.0720704074993,19.40688565080813,999.0,3.2077081552498945
-75.07669837258442,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,526.4367617273635,419.4373788147837,319.16347196481735,78.33259638209222,266.56476899168325,19.22540811884404,999.0,3.2099814873773957
-73.82860119233425,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,524.5990657131828,417.523937145045,318.9503315364719,78.37452281452684,269.0925626049019,19.044809058862995,999.0,3.2122538570441335
-72.58050401208408,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,522.7633042424197,415.6125097562096,318.7441079877315,78.41605550221038,271.65586941261506,18.865104902947877,999.0,3.2145238345863048
-71.33240683183392,48.6013456603827,4.812506203790573,0.75,0.6,0.0,0.04974197756561255,3122.392107943468,1236.5318579367333,520.9306830781385,413.70435211015626,318.5447186110817,78.4571963976459,274.25510230848244,18.686312235701248,999.0,3.2167899290394675
-69.84819399536917,48.578677547418614,4.810007467749918,0.75,0.6,0.0,0.049788527975528955,3122.3919929272656,1237.570497278336,518.8647988117857,411.46318400181354,318.31628600897847,78.4979474894928,277.3946177172407,18.48442046703227,999.0,3.222048444299165
-68.3653656598388,48.51069435375756,4.802513590494719,0.75,0.6,0.0,0.04992852966791155,3122.3916463648397,1240.6935967073196,517.0232976756165,409.27450343286176,318.0973235701628,78.54591444768374,280.58679886446674,18.30264191052753,999.0,3.2324638272826425
-66.88530503468938,48.397459495368494,4.790031562451023,0.75,0.6,0.0,0.05016299628191014,3122.3910637843956,1245.9228083090804,515.4085356942451,407.13856927388554,317.8877782531548,78.59345470563404,283.8316824493277,18.140546779803845,999.0,3.2480989926107866
-65.40939274759647,48.23907859980251,4.772573027083336,0.75,0.6,0.0,0.050493735099730125,3122.390237358675,1253.2945804784106,514.0241462299444,405.05577669943466,317.6875742489866,78.64063378283863,287.129232493108,17.9978085297267,999.0,3.269051085915294
