Position X [mm],Radius Y [mm],Channel Width [mm],Channel Height [mm],Rib Width [mm],Helix Angle [deg],Mach Number,T_Gas_Recovery [K],h_Gas [W/m2K],T_Wall_Hot [K],T_Wall_Cold [K],T_Coolant [K],P_Coolant [bar],Density_Coolant [kg/m3],Velocity_Coolant [m/s],Quality_Coolant,Heat_Flux [MW/m2]
-133.27951260134608,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,536.8023128798161,491.7632212231989,356.7350940751921,95.14725869516175,212.24976652065044,10.336412276812178,999.0,1.3511727496985162
-132.0212134694693,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,535.7026923021922,490.63722156804397,356.1245476317494,95.14725869516175,213.56566848465005,10.272723645056534,999.0,1.3519641220244463
-130.7629143375925,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,534.5965682904884,489.50456246627607,355.51910392110295,95.1521153042883,214.89830289770376,10.209020093839056,999.0,1.3527601747263704
-129.5046152057157,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,533.4838915911317,488.3651934827656,354.9188219209294,95.15694182767362,216.24793387234072,10.14530429553011,999.0,1.3535609432509832
-128.2463160738389,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,532.3646177294206,487.2190690758962,354.3237601394223,95.16173826074561,217.61482918428484,10.081579001937811,999.0,1.3543664596057328
-126.98801694196212,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,531.238707404905,486.0661490024292,353.73397655334145,95.1665046002347,218.99926026314554,10.017847045594666,999.0,1.3551767520742728
-125.72971781008532,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,530.1061269040501,484.90639874006746,353.14952854379436,95.17124084421181,220.4015021786324,9.954111341021816,999.0,1.3559918449194805
-124.47141867820852,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,528.9668485303015,483.7397899278366,352.5704728297473,95.17594699212692,221.8218336220221,9.890374885967775,999.0,1.3568117580739465
-123.21311954633174,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,527.8208510516009,482.56630082433736,351.99686539926427,95.1806230448484,223.2605368825941,9.826640762618407,999.0,1.3576365068179075
-121.95482041445494,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,526.6681201653344,481.3859167838465,351.42876143848434,95.18526900470266,224.71789781874273,9.76291213877485,999.0,1.3584661014446353
-120.69652128257815,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,525.5086489806278,480.19863075018316,350.8662152583521,95.18988487551452,226.1942058234636,9.699192268995741,999.0,1.3593005469133377
-119.43822215070135,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,524.3424385178082,479.0044437681513,350.30928021912223,95.1944706626481,227.68975378390192,9.635484495700142,999.0,1.3601398424897078
-118.17992301882457,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,523.1694982247778,477.80336551230107,349.75800865266785,95.19902637304813,229.20483803464307,9.571792250227167,999.0,1.360983981374302
-116.92162388694777,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,521.989846509937,476.5954148326368,349.21245178263035,95.20355201528191,230.73975830441523,9.508119053848333,999.0,1.3618329503190068
-115.66332475507097,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,520.8035112911988,475.3806203168013,348.6726596424577,95.20804759958166,232.29481765586632,9.444468518728339,999.0,1.362686729231924
-114.40502562319418,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,519.610530560521,474.1590208681513,348.1386809913855,95.21251313788729,233.87032241807015,9.380844348829855,999.0,1.3635452907710928
-113.1467264913174,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,518.4109529632664,472.9306662990153,347.61056322842563,95.21694864388965,235.466582111411,9.317250340757592,999.0,1.364408599927533
-111.8884273594406,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,517.2048383915712,471.6956179382974,347.08835230443856,95.22135413307419,237.08390936448592,9.253690384536934,999.0,1.3652766135982146
-110.6301282275638,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,515.9922585907742,470.45394925245347,346.57209263237405,95.22572962276496,238.72261982266411,9.190168464321966,999.0,1.3661492801496227
-109.371829095687,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,514.7732977778023,469.2057464787117,346.0618269957762,95.23007513216896,240.38303204793735,9.126688659027565,999.0,1.3670265389727192
-108.11352996381021,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,513.5480532702788,467.9511092692726,345.5575964556621,95.23439068242072,242.06546740968793,9.063255142880267,999.0,1.367908320030188
-106.85523083193343,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,512.3166361249359,466.6901513450365,345.05944025589395,95.23867629662733,243.77024996600994,8.999872185881895,999.0,1.368794543396984
-105.59693170005663,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,511.07917178377187,465.42300115726164,344.56739572717584,95.2429319999134,245.49770633520927,8.93654415418023,999.0,1.3696851187953079
-104.33863256817983,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,509.8358007261962,464.14980255535386,344.0814981898249,95.24715781946648,247.24816555712042,8.873275510340337,999.0,1.3705799451252714
-103.08033343630304,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,508.5866791252381,462.8707154588168,343.60178085547057,95.25135378458243,249.02195894387486,8.81007081351021,999.0,1.37147890999264
-101.82203430442624,47.94191393012129,4.835170033167789,0.75,0.6,0.0,0.04919674401820353,2414.2717552781323,719.6776252041161,507.3319795056957,461.5859165311898,343.1282747278609,95.25551992671096,250.81941991976893,8.746934719474055,999.0,1.372381889235177
