Position X [mm],Radius Y [mm],Mach Number,T_Gas_Recovery [K],h_Gas [W/m2K],Channel Width [mm],Channel Height [mm],T_Wall_Hot [K],T_Wall_Cold [K],T_Coolant [K],P_Coolant [bar],Heat Flux [MW/m2],Coolant Velocity [m/s],Coolant Density [kg/m3],Coolant Quality
-121.15367993758379,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,579.0652385841919,491.78091357585106,312.4797670305664,53.39212225589998,2.6185297502502243,30.44724216381777,131.57964340673595,998.0
-119.95511740958074,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,577.4867702992999,490.14689978785543,311.8355359527893,53.411876968657886,2.6201961153433335,30.218199939446396,132.57696602251923,998.0
-118.7565548815777,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,575.8840488230867,488.4877793509641,311.1992426321075,53.43148302579902,2.6218880841636776,29.989164328490943,133.5894932833319,998.0
-117.55799235357465,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,574.2564610956795,486.80291763203644,310.57102522272004,53.45094043823597,2.6236063039092907,29.760140778951087,134.61755091787842,998.0
-116.3594298255716,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,572.6033848898971,485.09167050803063,309.9510220525447,53.47024922041745,2.6253514314559956,29.53113495464016,135.6614729771565,998.0
-115.16086729756856,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,570.9241890738978,483.3533846378933,309.33937151346737,53.4894093904669,2.627124133080133,29.302152740402992,136.72160206542492,998.0
-113.9623047695655,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,569.2182336546525,481.58739750756376,308.7362118608191,53.508420970324465,2.628925084412662,29.073200217264045,137.79828972026004,1.2051981552695215
-112.76374224156245,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,567.4848702878801,479.7930379578523,308.14168117941307,53.52728398587274,2.6307549699008344,28.844283696426942,138.89189652956944,1.1980922072999614
-111.56517971355942,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,565.723442352499,477.96962626151253,307.5559171772785,53.54599846708464,2.6326144827295943,28.61540969520244,140.00279252704004,1.1909732075572825
-110.36661718555636,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,563.933285248012,476.11647443109086,306.97905705818135,53.564564448155515,2.634504324507634,28.386584941219844,141.1313574679519,1.1838411235602109
-109.16805465755331,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,562.1137266516138,474.23288648508145,306.41123737442575,53.582981967638105,2.636425204995969,28.15781637104012,142.27798114182002,1.1766959212200034
-107.96949212955028,48.26992740757634,0.04967630395277465,3059.473752244971,1055.6848744183656,4.77597353192103,0.75,560.2640867725081,472.3181587111927,305.8525938764173,53.60125106857641,2.638377841839462,27.929111128766817,143.44306369662002,1.1695375648133324
