Position X [mm],Radius Y [mm],Channel Width [mm],Channel Height [mm],Rib Width [mm],Helix Angle [deg],Mach Number,T_Gas_Recovery [K],h_Gas [W/m2K],T_Wall_Hot [K],T_Wall_Cold [K],T_Coolant [K],P_Coolant [bar],Density_Coolant [kg/m3],Velocity_Coolant [m/s],Quality_Coolant,Heat_Flux [MW/m2]
-72.95772669361135,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,928.6450271566295,903.6550856606397,492.8058098055223,54.941674216760944,61.96886630793845,5.802738383238828,998.0,0.9371228060996187
-72.01874944066124,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,926.7705608240697,901.7589422567447,489.519471252608,54.941674216760944,62.482096886250844,5.755074445492839,998.0,0.9379356962746844
-71.07977218771111,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,924.8991896116684,899.8659297662042,486.22943312910553,54.94205694537599,63.00604180015409,5.707216463961246,998.0,0.9387472442049071
-70.140794934761,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,923.0305929697387,897.9757239323674,482.9358527656167,54.94243640497573,63.54105808023817,5.65916165004349,998.0,0.9395575889014217
-69.2018176818109,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,921.1644175279434,896.0879672983828,479.63889953010164,54.942812583687065,64.08751886087468,5.61090717010732,998.0,0.940366883608525
-68.26284042886078,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,919.3002726025059,894.2022646624514,476.3387524748244,54.9431854694709,64.64581482008674,5.562450099695215,998.0,0.9411752977520411
-67.32386317591066,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,917.4377291666825,892.3181820363948,473.03560456467403,54.9435550501167,65.2163546088563,5.513787473212096,998.0,0.9419830173857923
-66.38488592296055,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,915.5763143407039,890.4352410718742,469.729659491233,54.94392131324047,65.79956660595701,5.464916224209831,998.0,0.9427902475811154
-65.44590867001044,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,913.7155089571086,888.5529165975701,466.4211344887817,54.94428424627861,66.39589975583154,5.41583321279244,998.0,0.9435972134826943
-64.50693141706031,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,911.8137905123932,886.6292059272973,463.1101989030465,54.94464383648375,67.00583641479022,5.366534295085638,998.0,0.9444219219410955
-63.567954164110205,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,909.908966553216,884.7023538291631,459.797095548788,54.94500007085724,67.62987208545431,5.317016105494151,998.0,0.945247977151983
-62.628976911160095,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,908.0140438613473,882.7855175005154,456.482104090271,54.94535293620307,68.2685230151388,5.2672755057426635,998.0,0.946069738531194
-61.68999965820998,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,906.120115382643,880.8696868825072,453.16550886480536,54.945702419144226,68.92233391668954,5.2173090877265755,998.0,0.9468910687550944
-60.75102240525986,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,904.2242815630254,878.9519288894684,449.8476088666798,54.946048506105186,69.59187811173268,5.167113301835804,998.0,0.9477132252583909
-59.81204515230975,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,902.3246922483761,877.0303719713653,446.52872228316335,54.946391183303305,70.27775873054087,5.1166845042626825,998.0,0.9485370103879052
-58.87306789935963,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,900.4197977750723,875.1034485436512,443.20918580174197,54.94673043674331,70.98061110000764,5.066018924297922,998.0,0.9493630961782914
-57.93409064640952,15.700501014780466,3.112943979082095,0.75,0.5,0.0,0.039710932366601594,3089.5828800051986,433.6648575359511,898.5081241073538,873.1696675242322,439.8893580800842,54.94706625220971,71.70110445866939,5.0151126932521315,998.0,0.9501921218670576
